Id	geneSymbol	iEF_emptyrep1	iEF_emptyrep2	iEF_EFrep1	iEF_EFrep2	iEF_EE4rep1	iEF_EE4rep2	norm.iEF_emptyrep1	norm.iEF_emptyrep2	norm.iEF_EFrep1	norm.iEF_EFrep2	norm.iEF_EE4rep1	norm.iEF_EE4rep2	baseMean	iEF_empty	iEF_EF	iEF_EE4	FoldChange	log2FoldChange	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
ARVCF	NA	1	0	1	0	0	0	1	0	1	0	0	0	0.33	0	0	0	-2.369	-1.244	0.517498243479088	1	0	0.0082	0.0083	0.0083	TRUE	NA
ARX	NA	1	0	2	4	1	1	1	0	2	4	1	1	1.41	0	3	1	-2.916	-1.544	0.556817698802275	1	0	5.1498	2.6554	2.6554	TRUE	NA
ASAP1	NA	1	6	2	3	3	3	1	6	2	3	3	3	2.99	4	2	3	1.337	0.419	0.773147046573051	1	0	0.9042	0.6393	0.6393	TRUE	NA
ASAP2	NA	0	0	1	1	1	2	0	0	1	1	1	2	0.8	0	1	2	1.543	0.626	0.779561268016589	1	0	1.8833	1.5604	1.5604	TRUE	NA
ASAP3	NA	1	0	0	0	1	0	1	0	0	0	1	0	0.34	0	0	0	2.653	1.408	0.463489163765883	1	0	0.0092	0.0093	0.0093	TRUE	NA
ASB1	NA	0	2	0	1	0	0	0	2	0	1	0	0	0.51	1	0	0	-2.238	-1.162	0.552903864711838	1	0	0.121	0.1275	0.1275	TRUE	NA
ASB13	NA	1	1	1	0	0	2	1	1	1	0	0	2	0.83	1	0	1	1.859	0.895	0.737993906957403	1	0	2.3082	1.9859	1.9859	TRUE	NA
ASB6	NA	1	0	0	0	1	0	1	0	0	0	1	0	0.34	0	0	0	2.653	1.408	0.463489163765883	1	0	0.0092	0.0093	0.0093	TRUE	NA
ASB7	NA	1	1	0	0	0	0	1	1	0	0	0	0	0.35	1	0	0	1	0	1	1	0	0.0118	0.0119	0.0119	TRUE	NA
ASB8	NA	1	0	0	0	0	1	1	0	0	0	0	1	0.34	0	0	0	2.884	1.528	0.454873197435634	1	0	0.0086	0.0087	0.0087	TRUE	NA
ASCC2	NA	0	0	1	0	5	0	0	0	1	0	5	0	0.98	0	0	2	2.887	1.53	0.69142013175486	1	0	3.929	5.8691	5.8691	TRUE	NA
ASCC3	NA	0	1	3	1	1	0	0	1	3	1	1	0	0.97	0	2	0	-3.67	-1.876	0.517123977207327	1	0	3.782	2.844	2.844	TRUE	NA
ASF1A	NA	1	0	1	1	0	0	1	0	1	1	0	0	0.48	0	1	0	-5.009	-2.324	0.203100607287201	1	0	0.0888	0.0907	0.0907	TRUE	NA
ASF1B	NA	0	1	0	3	1	1	0	1	0	3	1	1	0.95	0	2	1	1.372	0.457	0.870520398510978	1	0	3.5992	2.7131	2.7131	TRUE	NA
ASH1L	NA	3	3	1	4	1	2	3	3	1	4	1	2	2.3	3	2	2	-1.462	-0.548	0.756909190483058	1	0	1.5619	0.9211	0.9211	TRUE	NA
ASH2L	NA	0	0	4	0	0	0	0	0	4	0	0	0	0.64	0	2	0	-6.465	-2.693	0.581109800573112	1	10	0.544	0.8676	10	TRUE	NA
ASNSD1	NA	0	1	1	1	1	2	0	1	1	1	1	2	0.97	0	1	2	1.452	0.538	0.830118871933082	1	0	3.8322	2.1563	2.1563	TRUE	NA
ASPH	NA	4	1	1	0	2	2	4	1	1	0	2	2	1.69	2	0	2	4.981	2.316	0.36359957395386	1	0	3.5831	2.0408	2.0408	TRUE	NA
ASPM	NA	6	6	5	2	3	3	6	6	5	2	3	3	4.19	6	4	3	-1.071	-0.099	0.932661689688012	1	0	0.4824	0.3455	0.3455	TRUE	NA
ASPSCR1	NA	0	0	1	0	1	0	0	0	1	0	1	0	0.32	0	0	0	1.055	0.077	0.96509631675598	1	0	0.0068	0.0069	0.0069	TRUE	NA
ASS1	NA	3	1	0	0	1	1	3	1	0	0	1	1	1.03	2	0	1	5.829	2.543	0.411688129389432	1	0	4.3399	3.1098	3.1098	TRUE	NA
ASXL1	NA	2	4	1	3	1	1	2	4	1	3	1	1	1.99	3	2	1	-1.699	-0.764	0.704367005730265	1	0	2.2013	1.1677	1.1677	TRUE	NA
ASXL2	NA	0	2	2	1	1	1	0	2	2	1	1	1	1.15	1	2	1	-1.535	-0.618	0.823566548904875	1	0	5.1396	2.8791	2.8791	TRUE	NA
ATAD2	NA	2	4	4	7	6	2	2	4	4	6	6	2	4.05	3	5	4	-1.27	-0.344	0.764754134348719	1	0	0.5092	0.4204	0.4204	TRUE	NA
ATAD2B	NA	2	0	0	1	0	0	2	0	0	1	0	0	0.5	1	0	0	-2.553	-1.352	0.50942068504114	1	0	0.1092	0.1169	0.1169	TRUE	NA
ATAD3A	NA	1	0	2	0	3	0	1	0	2	0	3	0	0.99	0	1	2	1.352	0.435	0.893056275390681	1	0	3.9632	3.9042	3.9042	TRUE	NA
ATAD3B	NA	0	1	2	0	3	0	0	1	2	0	3	0	0.99	0	1	2	1.388	0.473	0.888121082563862	1	0	4.0012	4.2019	4.2019	TRUE	NA
ATAD5	NA	2	0	0	2	0	1	2	0	0	2	0	1	0.81	1	1	0	-1.539	-0.622	0.831158313941362	1	0	2.0167	2.5559	2.5559	TRUE	NA
ATF1	NA	1	1	0	1	1	0	1	1	0	1	1	0	0.67	1	0	0	1.064	0.09	0.969493090350879	1	0	0.7365	0.6781	0.6781	TRUE	NA
ATF2	NA	0	0	0	2	1	0	0	0	0	2	1	0	0.46	0	1	0	-1.817	-0.862	0.622321639677911	1	0	0.0678	0.0708	0.0708	TRUE	NA
ATF3	NA	1	1	1	0	1	0	1	1	1	0	1	0	0.68	1	0	0	1.056	0.079	0.971516434160542	1	0	0.807	0.7549	0.7549	TRUE	NA
ATF4	NA	3	1	2	2	2	4	3	1	2	2	2	4	2.29	2	2	3	1.609	0.686	0.683828728598673	1	0	1.5737	0.9482	0.9482	TRUE	NA
ATF5	NA	0	1	0	3	0	0	0	1	0	3	0	0	0.62	0	2	0	-4.946	-2.306	0.269000947423742	1	0	0.4857	0.5848	0.5848	TRUE	NA
ATF6	NA	0	1	4	1	4	0	0	1	4	1	4	0	1.62	0	2	2	-1.536	-0.619	0.826922568184017	1	0	3.9833	3.1375	3.1375	TRUE	NA
ATF7	NA	0	0	2	0	0	0	0	0	2	0	0	0	0.32	0	1	0	-4.533	-2.18	0.227374065716415	1	0	0.0061	0.0061	0.0061	TRUE	NA
ATF7IP	NA	3	5	2	2	2	0	3	5	2	2	2	0	2.36	4	2	1	-2.071	-1.05	0.595032415782828	1	0	1.4755	1.0786	1.0786	TRUE	NA
ATG101	NA	2	0	1	1	1	0	2	0	1	1	1	0	0.82	1	1	0	-2.27	-1.183	0.638375313098394	1	0	2.1651	1.7737	1.7737	TRUE	NA
ATG12	NA	0	0	1	1	0	0	0	0	1	1	0	0	0.31	0	1	0	-5.124	-2.357	0.182919441263206	1	0	0.0049	0.005	0.005	TRUE	NA
ATG13	NA	1	2	1	2	1	1	1	2	1	2	1	1	1.31	2	2	1	-1.331	-0.413	0.8696355846604	1	0	5.3887	2.1834	2.1834	TRUE	NA
ATG16L1	NA	0	0	0	2	2	0	0	0	0	2	2	0	0.63	0	1	1	1.07	0.097	0.95976338070448	1	0	0.4996	0.7767	0.7767	TRUE	NA
ATG2A	NA	1	0	1	0	0	1	1	0	1	0	0	1	0.49	0	0	0	1.073	0.102	0.958321103264563	1	0	0.1051	0.1075	0.1075	TRUE	NA
ATG2B	NA	0	0	1	0	4	1	0	0	1	0	4	1	0.98	0	0	2	4.837	2.274	0.478117779937221	1	0	3.8941	3.8439	3.8439	TRUE	NA
ATG4B	NA	2	2	0	1	0	1	2	2	0	1	0	1	1.02	2	0	0	1.065	0.091	0.976577777600982	1	0	4.2327	2.9598	2.9598	TRUE	NA
ATG7	NA	0	1	1	1	0	0	0	1	1	1	0	0	0.49	0	1	0	-4.973	-2.314	0.206419163907969	1	0	0.0937	0.0958	0.0958	TRUE	NA
ATG9A	NA	0	2	0	2	0	0	0	2	0	2	0	0	0.65	1	1	0	-3.471	-1.795	0.420903106203467	1	0	0.6564	0.8131	0.8131	TRUE	NA
ATIC	NA	2	1	3	2	2	1	2	1	3	2	2	1	1.79	2	2	2	-1.619	-0.695	0.731957780667802	1	0	3.0049	1.4137	1.4137	TRUE	NA
ATL2	NA	1	1	1	1	1	2	1	1	1	1	1	2	1.15	1	1	2	1.543	0.625	0.801956758725265	1	0	5.1332	2.1427	2.1427	TRUE	NA
ATL3	NA	4	6	7	4	3	3	4	6	7	4	3	3	4.45	5	6	3	-1.726	-0.787	0.472552030869002	1	0	0.4385	0.3193	0.3193	TRUE	NA
ATM	NA	1	2	1	2	2	1	1	2	1	2	2	1	1.48	2	2	2	1.131	0.178	0.940864949736929	1	0	4.8551	2.0837	2.0837	TRUE	NA
ATMIN	NA	1	0	2	2	0	1	1	0	2	2	0	1	0.95	0	2	0	-3.768	-1.914	0.498208301107435	1	0	3.6007	2.5874	2.5874	TRUE	NA
ATN1	NA	4	1	1	2	2	2	4	1	1	2	2	2	1.98	2	2	2	1.387	0.472	0.809195704728819	1	0	2.2281	1.2558	1.2558	TRUE	NA
ATOH8	NA	2	1	1	0	0	0	2	1	1	0	0	0	0.69	2	0	0	-2.407	-1.267	0.598202814692018	1	0	0.8768	0.9264	0.9264	TRUE	NA
ATOX1	NA	0	0	0	0	2	0	0	0	0	0	2	0	0.33	0	0	1	5.056	2.338	0.196427816567761	1	0	0.0077	0.0077	0.0077	TRUE	NA
ATP10D	NA	1	0	0	0	0	2	1	0	0	0	0	2	0.5	0	0	1	5.511	2.462	0.182600546066316	1	0	0.1085	0.1163	0.1163	TRUE	NA
ATP11A	NA	1	1	1	1	2	1	1	1	1	1	2	1	1.15	1	1	2	1.546	0.628	0.801217286331856	1	0	5.1487	2.1469	2.1469	TRUE	NA
ATP11B	NA	1	0	1	1	1	2	1	0	1	1	1	2	0.97	0	1	2	1.65	0.722	0.772248607414676	1	0	3.7925	2.1678	2.1678	TRUE	NA
ATP11C	NA	2	2	3	2	3	2	2	2	3	2	3	2	2.3	2	2	2	1.059	0.082	0.959454217882018	1	0	1.5661	0.8559	0.8559	TRUE	NA
ATP13A1	NA	0	0	0	0	1	1	0	0	0	0	1	1	0.33	0	0	1	5.768	2.528	0.15348994881283	1	0	0.0072	0.0072	0.0072	TRUE	NA
ATP13A2	NA	1	0	3	0	0	0	1	0	3	0	0	0	0.65	0	2	0	-4.944	-2.306	0.294637372881626	1	0	0.6363	0.8005	0.8005	TRUE	NA
ATP13A3	NA	0	3	4	2	2	4	0	3	4	2	2	4	2.44	2	3	3	-1.136	-0.183	0.915847642412762	1	0	1.3688	1.1132	1.1132	TRUE	NA
ATP1A1	NA	15	6	18	35	36	32	16	6	17	31	36	31	22.85	11	24	34	1.357	0.44	0.49825266470866	1	0.1694	0.0322	0.0455	0.1694	TRUE	NA
ATP1B1	NA	0	4	2	3	2	9	0	4	2	3	2	9	3.26	2	2	6	1.883	0.913	0.517782252396306	1	0	0.7588	0.6073	0.6073	TRUE	NA
ATP1B3	NA	4	1	3	2	1	6	4	1	3	2	1	6	2.78	2	2	4	1.488	0.573	0.719422464174385	1	0	1.0436	0.8819	0.8819	TRUE	NA
ATP2A1	NA	0	0	0	0	1	1	0	0	0	0	1	1	0.33	0	0	1	5.768	2.528	0.15348994881283	1	0	0.0072	0.0072	0.0072	TRUE	NA
ATP2A2	NA	4	6	11	12	9	7	4	6	10	11	9	7	7.91	5	10	8	-1.351	-0.434	0.558705291814388	1	0	0.2163	0.1589	0.1589	TRUE	NA
ATP2A3	NA	0	1	0	1	0	0	0	1	0	1	0	0	0.33	0	0	0	-2.343	-1.228	0.521334797777089	1	0	0.0073	0.0073	0.0073	TRUE	NA
ATP2B1	NA	4	7	2	0	1	2	4	7	2	0	1	2	2.75	6	1	2	1.602	0.679	0.718574056738666	1	0	1.0685	0.8753	0.8753	TRUE	NA
ATP2B4	NA	1	1	1	0	1	2	1	1	1	0	1	2	1	1	0	2	3.389	1.761	0.518334766774988	1	0	4.0818	2.2915	2.2915	TRUE	NA
ATP2C1	NA	0	0	0	1	1	2	0	0	0	1	1	2	0.64	0	0	2	3.159	1.66	0.385853599457286	1	0	0.549	0.577	0.577	TRUE	NA
ATP5F1A	NA	6	4	2	5	3	6	6	4	2	4	3	6	4.28	5	3	4	1.381	0.466	0.680252409696603	1	0	0.4652	0.3496	0.3496	TRUE	NA
ATP5F1B	NA	6	5	16	8	12	6	6	5	15	7	12	6	8.62	6	11	9	-1.259	-0.333	0.643932828493302	1	0	0.1974	0.1461	0.1461	TRUE	NA
ATP5F1C	NA	0	0	4	2	1	0	0	0	4	2	1	0	1.1	0	3	0	-5.852	-2.549	0.457308923503199	1	0	4.8646	4.6039	4.6039	TRUE	NA
ATP5F1D	NA	1	1	2	0	1	2	1	1	2	0	1	2	1.16	1	1	2	2.059	1.042	0.711070576717753	1	0	5.1762	2.8885	2.8885	TRUE	NA
ATP5IF1	NA	1	0	2	0	0	3	1	0	2	0	0	3	0.98	0	1	2	3.329	1.735	0.611270082507993	1	0	3.8584	4.6597	4.6597	TRUE	NA
ATP5MC2	NA	0	1	2	4	0	1	0	1	2	4	0	1	1.25	0	3	0	-6.28	-2.651	0.388661114951948	1	0	5.4017	3.5592	3.5592	TRUE	NA
ATP5MC3	NA	0	2	2	3	2	0	0	2	2	3	2	0	1.45	1	2	1	-2.112	-1.079	0.725864555342924	1	0	4.9963	3.886	3.886	TRUE	NA
ATP5MD	NA	1	0	1	1	2	0	1	0	1	1	2	0	0.81	0	1	1	-1.409	-0.494	0.838305171262736	1	0	2.0613	1.7038	1.7038	TRUE	NA
ATP5ME	NA	2	1	0	1	1	1	2	1	0	1	1	1	1	2	0	1	2.2	1.138	0.683197486067468	1	0	4.1096	2.2943	2.2943	TRUE	NA
ATP5MF	NA	0	1	1	2	1	1	0	1	1	2	1	1	0.96	0	2	1	-1.294	-0.372	0.881143096824919	1	0	3.7042	2.1001	2.1001	TRUE	NA
ATP5MG	NA	1	1	6	2	1	1	1	1	6	2	1	1	1.93	1	4	1	-3.488	-1.802	0.368547214943943	1	0	2.4137	1.2925	1.2925	TRUE	NA
ATP5MPL	NA	0	0	0	1	1	1	0	0	0	1	1	1	0.48	0	0	1	2.111	1.078	0.536546087158328	1	0	0.0807	0.0823	0.0823	TRUE	NA
ATP5PB	NA	2	4	2	0	1	3	2	4	2	0	1	3	2.03	3	1	2	2.034	1.024	0.63881417918909	1	0	2.0995	1.5501	1.5501	TRUE	NA
ATP5PD	NA	0	0	0	3	3	2	0	0	0	3	3	2	1.26	0	2	2	2.916	1.544	0.667819403564772	1	0	5.408	5.5239	5.5239	TRUE	NA
ATP5PF	NA	1	0	0	3	1	0	1	0	0	3	1	0	0.79	0	2	0	-3.312	-1.728	0.519293407595627	1	0	1.7825	2.2231	2.2231	TRUE	NA
ATP5PO	NA	1	1	2	4	1	2	1	1	2	4	1	2	1.75	1	3	2	-1.874	-0.906	0.660009955110664	1	0	3.2088	1.5069	1.5069	TRUE	NA
ATP6AP1	NA	3	3	2	3	0	0	3	3	2	3	0	0	1.82	3	2	0	-12.641	-3.66	0.15993109569116	1	0	2.8603	2.0555	2.0555	TRUE	NA
ATP6AP2	NA	1	3	1	0	1	1	1	3	1	0	1	1	1.19	2	0	1	2.151	1.105	0.712064612784274	1	0	5.3007	2.8253	2.8253	TRUE	NA
ATP6V0A1	NA	1	0	1	1	1	0	1	0	1	1	1	0	0.65	0	1	0	-1.977	-0.983	0.619802707138034	1	0	0.6112	0.5834	0.5834	TRUE	NA
ATP6V0A2	NA	0	1	1	1	1	1	0	1	1	1	1	1	0.81	0	1	1	1.06	0.084	0.969875737560474	1	0	2.0655	1.3773	1.3773	TRUE	NA
ATP6V0B	NA	0	0	1	2	0	2	0	0	1	2	0	2	0.78	0	2	1	-1.785	-0.836	0.729126719109641	1	0	1.7153	1.7808	1.7808	TRUE	NA
ATP6V0C	NA	2	1	3	4	3	2	2	1	3	4	3	2	2.42	2	4	2	-1.352	-0.435	0.778971444976048	1	0	1.4019	0.8117	0.8117	TRUE	NA
ATP6V0D1	NA	0	0	0	1	1	0	0	0	0	1	1	0	0.31	0	0	0	1.061	0.086	0.966515111192824	1	0	0.0056	0.0056	0.0056	TRUE	NA
ATP6V0E1	NA	0	1	1	0	0	0	0	1	1	0	0	0	0.34	0	0	0	-2.562	-1.357	0.505685105096702	1	0	0.0089	0.0089	0.0089	TRUE	NA
ATP6V0E2	NA	0	1	1	0	0	1	0	1	1	0	0	1	0.5	0	0	0	1.047	0.066	0.972803998004094	1	0	0.1106	0.1134	0.1134	TRUE	NA
ATP6V1A	NA	3	0	2	2	3	0	3	0	2	2	3	0	1.63	2	2	2	-2.997	-1.583	0.569394832785095	1	0	3.9141	2.9221	2.9221	TRUE	NA
ATP6V1B2	NA	1	1	0	1	2	1	1	1	0	1	2	1	0.99	1	0	2	3.419	1.774	0.512465985862388	1	0	4.0195	2.2611	2.2611	TRUE	NA
ATP6V1C1	NA	0	0	2	2	0	0	0	0	2	2	0	0	0.62	0	2	0	-10.249	-3.357	0.0799412737857881	1	0	0.4397	0.5163	0.5163	TRUE	NA
ATP6V1D	NA	2	1	0	1	0	1	2	1	0	1	0	1	0.84	2	0	0	1.065	0.091	0.973418415604661	1	0	2.3412	1.9073	1.9073	TRUE	NA
ATP6V1E1	NA	0	0	1	0	2	2	0	0	1	0	2	2	0.81	0	0	2	4.558	2.188	0.401315750733714	1	0	2.056	2.1097	2.1097	TRUE	NA
ATP6V1F	NA	0	1	2	2	1	0	0	1	2	2	1	0	0.96	0	2	0	-3.775	-1.917	0.500449009867769	1	0	3.6785	2.6401	2.6401	TRUE	NA
ATP6V1G1	NA	0	0	1	1	1	1	0	0	1	1	1	1	0.63	0	1	1	1.061	0.085	0.961571314416511	1	0	0.5351	0.5093	0.5093	TRUE	NA
ATP6V1H	NA	2	0	1	0	0	0	2	0	1	0	0	0	0.51	1	0	0	-2.268	-1.181	0.548160165940992	1	0	0.1245	0.1314	0.1314	TRUE	NA
ATP7A	NA	0	2	0	2	0	1	0	2	0	2	0	1	0.82	1	1	0	-1.397	-0.483	0.856034296178101	1	0	2.1019	2.1881	2.1881	TRUE	NA
ATP8B1	NA	2	0	1	2	3	6	2	0	1	2	3	6	2.27	1	2	4	3.206	1.681	0.365261400451816	1	0	1.6111	1.2127	1.2127	TRUE	NA
ATP8B2	NA	1	1	0	1	0	3	1	1	0	1	0	3	0.99	1	0	2	2.184	1.127	0.704369932172213	1	0	3.951	2.9315	2.9315	TRUE	NA
ATP9A	NA	3	4	1	0	0	1	3	4	1	0	0	1	1.56	4	0	0	1.001	0.002	0.999518498334879	1	0	4.396	3.0506	3.0506	TRUE	NA
ATPAF1	NA	0	0	1	0	0	1	0	0	1	0	0	1	0.32	0	0	0	1.061	0.085	0.96655821193756	1	0	0.0064	0.0064	0.0064	TRUE	NA
ATR	NA	2	3	0	1	1	1	2	3	0	1	1	1	1.36	2	0	1	2.343	1.228	0.672245633060244	1	0	5.3104	2.676	2.676	TRUE	NA
ATRAID	NA	0	1	0	2	2	1	0	1	0	2	2	1	0.97	0	1	2	2.893	1.533	0.588414513735187	1	0	3.7659	2.9099	2.9099	TRUE	NA
ATRN	NA	1	1	0	0	1	1	1	1	0	0	1	1	0.68	1	0	1	5.768	2.528	0.243752634748552	1	0	0.8249	0.7598	0.7598	TRUE	NA
ATRX	NA	5	6	8	4	1	4	5	6	8	4	1	4	4.62	6	6	2	-2.356	-1.236	0.284561668991331	1	0	0.4159	0.3559	0.3559	TRUE	NA
ATXN1	NA	0	3	0	1	0	0	0	3	0	1	0	0	0.68	2	0	0	-2.197	-1.136	0.641287018883219	1	0	0.8601	1.136	1.136	TRUE	NA
ATXN1-AS1	NA	1	2	0	0	0	0	1	2	0	0	0	0	0.53	2	0	0	1	0	1	1	0	0.1671	0.1812	0.1812	TRUE	NA
ATXN10	NA	1	2	0	2	3	3	1	2	0	2	3	3	1.81	2	1	3	4.531	2.18	0.34666482931691	1	0	2.9315	1.7558	1.7558	TRUE	NA
ATXN1L	NA	1	3	3	0	2	2	1	3	3	0	2	2	1.84	2	2	2	1.621	0.697	0.765306955310134	1	0	2.7855	1.989	1.989	TRUE	NA
ATXN2	NA	1	2	0	1	0	2	1	2	0	1	0	2	1	2	0	1	1.641	0.715	0.810106766314683	1	0	4.1132	2.9007	2.9007	TRUE	NA
ATXN2L	NA	2	1	6	3	5	4	2	1	6	3	5	4	3.4	2	4	4	1.1	0.137	0.908618206987598	1	0	0.7	0.4584	0.4584	TRUE	NA
ATXN7L3	NA	0	1	0	5	3	1	0	1	0	4	3	1	1.58	0	2	2	2.471	1.305	0.661743105229109	1	2.4198	4.2607	3.6414	3.6414	TRUE	NA
ATXN7L3B	NA	0	5	2	2	2	2	0	5	2	2	2	2	2.16	2	2	2	1.056	0.079	0.968522144712084	1	0	1.8022	1.4067	1.4067	TRUE	NA
AUNIP	NA	0	0	0	0	1	1	0	0	0	0	1	1	0.33	0	0	1	5.768	2.528	0.15348994881283	1	0	0.0072	0.0072	0.0072	TRUE	NA
AUP1	NA	0	1	1	1	1	1	0	1	1	1	1	1	0.81	0	1	1	1.06	0.084	0.969875737560474	1	0	2.0655	1.3773	1.3773	TRUE	NA
AURKA	NA	1	1	3	1	2	2	1	1	3	1	2	2	1.63	1	2	2	1.135	0.183	0.933262719868937	1	0	3.9302	1.7785	1.7785	TRUE	NA
AURKAIP1	NA	1	1	2	2	3	0	1	1	2	2	3	0	1.46	1	2	2	-1.848	-0.886	0.74208936151817	1	0	4.9373	2.7487	2.7487	TRUE	NA
AURKB	NA	0	0	1	0	0	2	0	0	1	0	0	2	0.48	0	0	1	2.051	1.036	0.555191787659848	1	0	0.0883	0.0935	0.0935	TRUE	NA
AUTS2	NA	0	2	0	0	1	2	0	2	0	0	1	2	0.84	1	0	2	8.117	3.021	0.286953723501467	1	0	2.4191	2.4728	2.4728	TRUE	NA
AVEN	NA	2	1	0	0	0	0	2	1	0	0	0	0	0.53	2	0	0	1	0	1	1	0	0.1592	0.1718	0.1718	TRUE	NA
AVL9	NA	0	1	1	0	0	1	0	1	1	0	0	1	0.5	0	0	0	1.047	0.066	0.972803998004094	1	0	0.1106	0.1134	0.1134	TRUE	NA
AVPR1A	NA	0	2	0	0	0	0	0	2	0	0	0	0	0.36	1	0	0	1	0	1	1	0	0.0127	0.0128	0.0128	TRUE	NA
AXIN1	NA	0	1	0	3	0	0	0	1	0	3	0	0	0.62	0	2	0	-4.946	-2.306	0.269000947423742	1	0	0.4857	0.5848	0.5848	TRUE	NA
AXL	NA	3	1	0	0	1	0	3	1	0	0	1	0	0.87	2	0	0	2.611	1.384	0.652764647942599	1	0	2.6682	2.7176	2.7176	TRUE	NA
AZI2	NA	0	2	1	0	0	1	0	2	1	0	0	1	0.68	1	0	0	-1.1	-0.138	0.951467744063483	1	0	0.8098	0.9157	0.9157	TRUE	NA
AZIN1	NA	2	1	0	0	1	0	2	1	0	0	1	0	0.69	2	0	0	2.696	1.431	0.55476229075744	1	0	0.9227	0.9752	0.9752	TRUE	NA
B2M	NA	5	13	9	9	11	9	5	14	9	8	11	9	9.22	10	8	10	1.187	0.247	0.740210718355493	1	0	0.1835	0.162	0.162	TRUE	NA
B3GAT3	NA	0	1	1	1	1	1	0	1	1	1	1	1	0.81	0	1	1	1.06	0.084	0.969875737560474	1	0	2.0655	1.3773	1.3773	TRUE	NA
B3GLCT	NA	0	1	0	0	2	0	0	1	0	0	2	0	0.51	0	0	1	5.501	2.46	0.185797802841512	1	0	0.1252	0.1358	0.1358	TRUE	NA
B3GNT2	NA	0	0	0	0	1	2	0	0	0	0	1	2	0.49	0	0	2	8.46	3.081	0.0754489708773481	1	0	0.0957	0.1004	0.1004	TRUE	NA
B3GNT5	NA	1	1	1	2	0	0	1	1	1	2	0	0	0.81	1	2	0	-7.442	-2.896	0.247022720636033	1	0	2.0323	1.6592	1.6592	TRUE	NA
B3GNT9	NA	0	1	0	0	0	1	0	1	0	0	0	1	0.34	0	0	0	2.651	1.406	0.463766873498318	1	0	0.0093	0.0093	0.0093	TRUE	NA
B4GALNT4	NA	2	0	0	0	0	1	2	0	0	0	0	1	0.51	1	0	0	2.874	1.523	0.458922934800811	1	0	0.1285	0.1393	0.1393	TRUE	NA
B4GALT1	NA	1	2	0	1	1	1	1	2	0	1	1	1	1.01	2	0	1	2.37	1.245	0.650924892200304	1	0	4.1461	2.283	2.283	TRUE	NA
B4GALT2	NA	0	0	1	1	0	1	0	0	1	1	0	1	0.47	0	1	0	-1.86	-0.896	0.608238163143654	1	0	0.0743	0.0757	0.0757	TRUE	NA
B4GALT3	NA	1	0	1	0	0	0	1	0	1	0	0	0	0.33	0	0	0	-2.369	-1.244	0.517498243479088	1	0	0.0082	0.0083	0.0083	TRUE	NA
B4GALT5	NA	0	3	3	5	5	4	0	3	3	4	5	4	3.23	2	4	4	1.305	0.384	0.776408337617211	1	0	0.7747	0.6385	0.6385	TRUE	NA
B4GAT1	NA	1	0	0	1	2	0	1	0	0	1	2	0	0.65	0	0	1	1.623	0.699	0.738078899454409	1	0	0.6485	0.7207	0.7207	TRUE	NA
BABAM1	NA	1	0	1	0	1	1	1	0	1	0	1	1	0.66	0	0	1	2.228	1.156	0.567847815117613	1	0	0.6906	0.6539	0.6539	TRUE	NA
BACE1	NA	1	1	1	0	1	0	1	1	1	0	1	0	0.68	1	0	0	1.056	0.079	0.971516434160542	1	0	0.807	0.7549	0.7549	TRUE	NA
BACH1	NA	1	4	2	3	1	3	1	4	2	3	1	3	2.3	2	2	2	-1.306	-0.385	0.822012789583776	1	0	1.5604	0.9036	0.9036	TRUE	NA
BAG1	NA	0	0	0	0	1	1	0	0	0	0	1	1	0.33	0	0	1	5.768	2.528	0.15348994881283	1	0	0.0072	0.0072	0.0072	TRUE	NA
BAG2	NA	2	0	1	0	1	2	2	0	1	0	1	2	1	1	0	2	4.596	2.2	0.455343559707957	1	0	4.0446	3.0769	3.0769	TRUE	NA
BAG3	NA	3	5	3	1	2	1	3	5	3	1	2	1	2.53	4	2	2	-1.24	-0.311	0.857512528253715	1	0	1.2696	0.8319	0.8319	TRUE	NA
BAG4	NA	0	0	1	6	0	1	0	0	1	5	0	1	1.21	0	3	0	-5.495	-2.458	0.491480708794811	1	0	5.3454	5.1071	5.1071	TRUE	NA
BAG5	NA	0	1	1	1	1	2	0	1	1	1	1	2	0.97	0	1	2	1.452	0.538	0.830118871933082	1	0	3.8322	2.1563	2.1563	TRUE	NA
BAHCC1	NA	1	2	1	1	2	5	1	2	1	1	2	5	1.98	2	1	4	3.418	1.773	0.366349616615648	1	0	2.2585	1.1906	1.1906	TRUE	NA
BAHD1	NA	1	0	1	2	1	0	1	0	1	2	1	0	0.8	0	2	0	-3.405	-1.768	0.460636526488234	1	0	1.8884	1.5972	1.5972	TRUE	NA
BAIAP2	NA	0	0	0	0	2	0	0	0	0	0	2	0	0.33	0	0	1	5.056	2.338	0.196427816567761	1	0	0.0077	0.0077	0.0077	TRUE	NA
BAIAP2-DT	NA	0	1	0	0	0	1	0	1	0	0	0	1	0.34	0	0	0	2.651	1.406	0.463766873498318	1	0	0.0093	0.0093	0.0093	TRUE	NA
BANF1	NA	0	1	0	1	3	2	0	1	0	1	3	2	1.14	0	0	2	6.946	2.796	0.359593627494302	1	0	5.1174	3.4616	3.4616	TRUE	NA
BAP1	NA	0	0	0	2	0	6	0	0	0	2	0	6	1.27	0	1	3	2.132	1.092	0.80063449059265	1	10	5.4087	7.8442	7.8442	TRUE	NA
